"title","score","release_date","platform"
"Behind The Door",NA,"2017-08-16","pc"
"Behind the Memory",NA,"2016-12-19","pc"
"Behind the Reflection 2: Witch's Revenge",NA,"2012-02-23","pc"
"Behind the Screen",NA,"2018-04-03","pc"
"Behind The Truth",NA,"2017-08-17","pc"
"Behind These Eyes",NA,"2017-07-25","pc"
"Behind Walls",NA,"2018-04-23","pc"
"Behind You",NA,"2016-06-18","pc"
"Behold the Kickmen",58,"2017-07-20","pc"
"Behold!",NA,"2016-10-26","pc"
"Beholder",75,"2016-11-09","pc"
"Beholder: Blissful Sleep",NA,"2017-05-18","pc"
"Beijing 2008: The Official Video Game of the Olympic Games",52,"2008-08-04","pc"
"Being Beauteous",NA,"2014-11-14","pc"
"Bejeweled 2 / Peggle",NA,"2009-09-30","pc"
"Bejeweled 2 Deluxe",NA,"2004-11-05","pc"
"Bejeweled 3",82,"2010-12-07","pc"
"Bejeweled Blitz",NA,"2010-04-05","pc"
"Bejeweled Twist",78,"2008-10-27","pc"
"BEKKOUAME",NA,"2018-04-11","pc"
"Belief & Betrayal",53,"2008-03-25","pc"
"Believe in Sandy: Holiday Story",NA,"2007-11-17","pc"
"Belko VR: An Escape Room Experiment",NA,"2017-03-03","pc"
"Bell Ringer",NA,"2016-02-19","pc"
"Bella Sara",NA,"2008-10-28","pc"
"Belladonna",NA,"2015-02-27","pc"
"Bellatorus Deluxe",NA,"2009-10-06","pc"
"Belle's Beauty Boutique",NA,"2008-06-13","pc"
"BellyBots",NA,"2016-07-26","pc"
"Below Kryll",NA,"2015-05-12","pc"
"Below Zero",NA,"2018-01-09","pc"
"BELPAESE: Homecoming",NA,"2017-10-16","pc"
"Ben 10",NA,"2017-11-10","pc"
"Ben and Ed",NA,"2015-12-08","pc"
"Ben Jordan: Paranormal Investigator - Case 7: The Cardinal Sins",NA,"2008-08-13","pc"
"Ben Jordan: Paranormal Investigator - Case 8: Relics of the Past",NA,"2012-08-08","pc"
"Ben The Exorcist",NA,"2017-07-07","pc"
"Ben There, Dan That!",NA,"2008-07-14","pc"
"Bendy and the Ink Machine",NA,"2017-04-27","pc"
"Beneath The Cherry Trees",NA,"2016-10-14","pc"
"Bengal: Game of Gods",NA,"2006-07-29","pc"
"Benjamin Johnson",NA,"2018-03-24","pc"
"Benji Challenges",NA,"2016-03-24","pc"
"Bennu",NA,"2011-02-11","pc"
"Beowulf: The Game",44,"2007-11-13","pc"
"Beret",NA,"2011-07-20","pc"
"Berkley Bass Tournament Tycoon",NA,"2007-03-20","pc"
"Bermuda",NA,"2015-03-17","pc"
"Bernackels' Shoggoth",NA,"2017-12-08","pc"
"Bernie Needs Love",NA,"2015-08-21","pc"
"Berry Pop Match",NA,"2017-07-24","pc"
"Berryblast Matchmaker",NA,"2017-07-25","pc"
"Berserk and the Band of the Hawk",54,"2017-02-21","pc"
"Berserk: The Cataclysm",NA,"2016-09-22","pc"
"Bertram Fiddle: Episode 1 - A Dreadly Business",NA,"2015-04-02","pc"
"Bertram Fiddle: Episode 2 - A Bleaker Predicklement",NA,"2017-08-24","pc"
"Besieger",56,"2004-06-02","pc"
"Best Buds vs Bad Guys",NA,"2016-12-07","pc"
"best game eu",NA,"2018-05-14","pc"
"Best in Show Solitaire",NA,"2011-10-11","pc"
"Best of Games: RPG",NA,"2006-11-21","pc"
"Best of Games: RTS",NA,"2006-11-21","pc"
"Best of Us",NA,"2016-04-22","pc"
"Best Time Kill",NA,"2017-09-15","pc"
"Bet on Soldier: Blood Sport",56,"2005-09-26","pc"
"Beta Runner",NA,"2017-07-25","pc"
"BeTrapped!",NA,"2005-12-30","pc"
"Betrayal Collection",NA,"2016-12-15","pc"
"Betrayal in Antara",NA,"1997-07-31","pc"
"Betrayer",62,"2013-08-14","pc"
"Betty Bad",NA,"2002-01-20","pc"
"Betty's Beer Bar",NA,"2004-10-19","pc"
"Between",NA,"2008-11-13","pc"
"Between Me and The Night",62,"2016-01-22","pc"
"Between the Worlds",NA,"2008-12-17","pc"
"Beware Planet Earth!",68,"2012-08-30","pc"
"Beyond Atlantis",NA,"2000-06-14","pc"
"Beyond Atlantis Combo Pack",NA,"2004-03-01","pc"
"Beyond Atlantis II",75,"2001-10-24","pc"
"Beyond Beyaan",NA,"2012-04-09","pc"
"Beyond Clouds",NA,"2017-12-06","pc"
"Beyond Dimensions",NA,"2016-03-11","pc"
"Beyond Divinity",73,"2004-04-28","pc"
"Beyond Eden",NA,"2017-10-06","pc"
"Beyond Enemy Lines",NA,"2017-02-21","pc"
"Beyond Eyes",60,"2015-08-04","pc"
"Beyond Flesh and Blood",NA,"2016-06-01","pc"
"Beyond Good & Evil",83,"2003-11-19","pc"
"Beyond Gravity",NA,"2014-09-23","pc"
"Beyond Jeremy",NA,"2013-09-22","pc"
"Beyond Magic",NA,"2015-10-13","pc"
"Beyond Normandy - Assignment Berlin",NA,"2003-10-14","pc"
"Beyond Oasis",NA,"2012-05-02","pc"
"Beyond Power VR",NA,"2016-09-30","pc"
"Beyond Protocol",NA,"2008-11-21","pc"
"Beyond Reality",NA,"2015-12-16","pc"
"Beyond Space",NA,"2014-06-18","pc"
"Beyond The Destiny",NA,"2016-04-11","pc"
"Beyond the Horizon",NA,"2017-09-22","pc"
"Beyond the Invisible: Darkness Came",NA,"2018-02-21","pc"
"Beyond The Invisible: Evening",NA,"2017-06-22","pc"
"Beyond the Law: The Third Wave",42,"2004-04-02","pc"
"Beyond the Sunset",NA,"2017-10-05","pc"
"Beyond the Wall",NA,"2017-10-24","pc"
"Beyond: Light Advent",NA,"2015-07-25","pc"
"Beyond: Star Descendant",NA,"2016-11-19","pc"
"Bezier",NA,"2016-03-03","pc"
"BHB: BioHazard Bot",NA,"2017-11-15","pc"
"BHunter",NA,"1999-10-06","pc"
"Bible Black",NA,"2006-11-21","pc"
"Bible Black: The Infection",NA,"2011-06-28","pc"
"Biblioteca",NA,"2014-11-29","pc"
"Bibou",NA,"2016-04-29","pc"
"Bickadoodle",NA,"2014-07-18","pc"
"Bicycle 21 Casino: Texas Hold 'Em",NA,"2004-11-15","pc"
"Bicycle Board Games",NA,"2003-10-07","pc"
"Bicycle Card Games",NA,"2003-10-07","pc"
"Bicycle Family Card Games",NA,"2010-04-01","pc"
"Bicycle Totally Cool Card Games",NA,"2010-03-01","pc"
"Bicyclism EP",NA,"2016-11-14","pc"
"Bientot l'ete",62,"2013-02-06","pc"
"Big Action Mega Fight!",NA,"2016-01-12","pc"
"Big Bang Empire",NA,"2014-12-12","pc"
"Big Biz Tycoon",50,"2002-05-29","pc"
"Big Biz Tycoon 2",NA,"2003-06-12","pc"
"Big Blue: Memory",NA,"2018-03-08","pc"
"Big Brain Wolf",NA,"2009-11-05","pc"
"Big Buck Hunter",NA,"2007-10-01","pc"
"Big Buck Hunter Arcade",NA,"2016-10-25","pc"
"Big Bundle Diesel Pack",NA,"2011-02-01","pc"
"Big Bundle Fun Pack",NA,"2011-01-11","pc"
"Big City Adventure: San Francisco",NA,"2007-05-09","pc"
"Big City Adventure: Sydney",NA,"2008-07-22","pc"
"Big City War",NA,"2017-02-24","pc"
"Big Fish Legend",NA,"2015-07-20","pc"
"Big Hit VR Baseball",NA,"2017-05-02","pc"
"Big Island Blends",NA,"2007-10-03","pc"
"Big Journey to Home",NA,"2015-08-20","pc"
"Big Kahuna Bundle",NA,"2006-01-15","pc"
"Big Kahuna Reef",NA,"2005-01-26","pc"
"Big Kahuna Reef 2",NA,"2006-05-31","pc"
"Big Kahuna Words",NA,"2005-11-11","pc"
"Big Match Striker",NA,"2010-09-14","pc"
"Big Money! Deluxe",NA,"2003-04-01","pc"
"Big Mutha Truckers",61,"2003-06-27","pc"
"Big Mutha Truckers 2",44,"2005-08-26","pc"
"Big Oil: Build an Oil Empire",31,"2006-07-31","pc"
"Big Pharma",72,"2015-08-27","pc"
"Big Pharma: Marketing and Malpractice",NA,"2016-04-26","pc"
"Big Pinata",NA,"2007-06-02","pc"
"Big Red Racing",NA,"1996-02-29","pc"
"Big Rigs: Over the Road Racing",8,"2003-11-20","pc"
"Big Scale Racing",60,"2002-08-19","pc"
"Big Surprise",NA,"2018-04-24","pc"
"Big Thinkers 1st Grade",NA,"2015-08-18","pc"
"Big Thinkers Kindergarten",NA,"2015-08-18","pc"
"Big Tower Tiny Square",NA,"2018-02-05","pc"
"BIGFOOT",NA,"2017-01-31","pc"
"Bigfoot: Chasing Shadows",NA,"2010-08-23","pc"
"Bighead Runner",NA,"2018-05-30","pc"
"Biglands: A Game Made By Kids",NA,"2014-08-25","pc"
"BigScreen",NA,"2016-04-28","pc"
"Bik - A Space Adventure",NA,"2014-07-29","pc"
"Bike of the Wild",NA,"2017-11-15","pc"
"Bikour!",NA,"2018-01-22","pc"
"Bilbo: Four Corners of the World",NA,"2009-07-19","pc"
"Bildo",NA,"2017-07-25","pc"
"Billiard: VR",NA,"2016-12-07","pc"
"Billiards",NA,"2017-09-01","pc"
"Billionaire",NA,"2018-03-16","pc"
"Binaries",NA,"2016-04-04","pc"
"Binary Domain",68,"2012-04-27","pc"
"Binary Maze",NA,"2013-06-17","pc"
"Binary Trigger",NA,"2016-12-19","pc"
"Bing Bong XL",NA,"2018-05-14","pc"
"Bio Guardian",NA,"2011-05-14","pc"
"Bio Inc. Redemption",58,"2017-05-18","pc"
"Bio Menace",NA,"2015-05-05","pc"
"Bio Soup",NA,"2017-09-27","pc"
"Bio-Hazard Battle",NA,"2010-10-26","pc"
"Bio-Strike",NA,"2001-12-14","pc"
"Biodrone Battle",NA,"2015-04-30","pc"
"Biology Battle",NA,"2015-01-21","pc"
"Biomydra",NA,"2017-03-09","pc"
"Bionic Attack",NA,"2017-05-19","pc"
"Bionic Battle Mutants",NA,"2017-10-23","pc"
"Bionic Commando",69,"2009-07-28","pc"
"Bionic Commando Rearmed",86,"2008-08-13","pc"
"Bionic Dues",71,"2013-10-08","pc"
"Bionic Heart",NA,"2009-07-22","pc"
"Bionic Heart 2",NA,"2013-04-08","pc"
"Bionicle",52,"2003-10-31","pc"
"Bionicle Heroes",59,"2006-11-14","pc"
"Bionite: Origins",NA,"2015-12-24","pc"
"BIOS",NA,"2016-12-13","pc"
"BioShock",96,"2007-08-21","pc"
"BioShock & The Elder Scrolls IV: Oblivion Bundle",NA,"2009-07-07","pc"
"BioShock 2",88,"2010-02-09","pc"
"BioShock 2 Remastered",NA,"2016-09-15","pc"
"Bioshock 2: Minerva's Den",NA,"2010-08-31","pc"
"BioShock 2: Minerva's Den",NA,"2011-05-31","pc"
"BioShock 2: Protector Trials",NA,"2011-03-14","pc"
"BioShock 2: Sinclair Solutions Test Pack",NA,"2010-03-11","pc"
"BioShock Infinite",94,"2013-03-25","pc"
"BioShock Infinite: Burial at Sea - Episode One",70,"2013-11-12","pc"
"BioShock Infinite: Burial at Sea - Episode Two",80,"2014-03-25","pc"
"BioShock Infinite: Clash in the Clouds",69,"2013-07-30","pc"
"BioShock Remastered",NA,"2016-09-15","pc"
"BioShock: The Collection",80,"2016-09-16","pc"
"Biosupremacy",NA,"2017-03-09","pc"
"Biotix: Phage Genesis",NA,"2018-04-16","pc"
"Biotoxin: The Dark Days",NA,"2017-03-03","pc"
"Biozone",NA,"2010-05-07","pc"
"Bipo: The Mystery of the Red Panda",NA,"2008-10-01","pc"
"Bipolar",NA,"2016-04-19","pc"
"Bird Assassin",NA,"2012-04-19","pc"
"Bird Game",NA,"2018-02-21","pc"
"Bird of Light",NA,"2016-07-15","pc"
"Bird Pirates",NA,"2007-05-13","pc"
"Bird Watcher",NA,"2018-02-19","pc"
"Birdcakes",NA,"2018-05-29","pc"
"Birds on a Wire",NA,"2006-07-27","pc"
"Birdsketball",NA,"2016-10-08","pc"
"Birdtual Reality",NA,"2016-08-23","pc"
"Birth of America",71,"2006-07-26","pc"
"Birth of America II: Wars in America 1750-1815",NA,"2008-08-21","pc"
"Birth of Shadows",NA,"2015-11-05","pc"
"Birthdays the Beginning",NA,"2017-05-09","pc"
"Birthright: The Gorgon's Alliance",NA,"1997-07-31","pc"
"Bishi and the Alien Slime Invasion!",NA,"2018-04-23","pc"
"Bishoujo Kajitsu!",NA,"2018-05-24","pc"
"Bit Blaster XL",NA,"2016-01-22","pc"
"Bit Bullet",NA,"2017-11-06","pc"
"bit Dungeon II",NA,"2014-12-15","pc"
"bit Dungeon+",NA,"2016-03-03","pc"
"BiT Evolution",NA,"2015-06-09","pc"
"Bit-Boom",NA,"2018-02-13","pc"
"Bit.Trip Beat",NA,"2010-11-02","pc"
"Bit.Trip Core",NA,"2012-10-02","pc"
"Bit.Trip Core",NA,"2012-10-02","pc"
"Bit.Trip Fate",74,"2013-07-11","pc"
"Bit.Trip Flux",NA,"2014-06-05","pc"
"Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien",85,"2013-02-26","pc"
"Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien - Good Friends Character Pack",NA,"2013-07-11","pc"
"Bit.Trip Runner",NA,"2011-02-28","pc"
"Bit.Trip Void",NA,"2012-12-19","pc"
"Bitardia Cards: Memes of 2ch",NA,"2016-05-19","pc"
"BitBreaker",NA,"2018-05-15","pc"
"Bitcoin Collector",NA,"2017-09-12","pc"
"Bitcoin Collector: Spinners Attack",NA,"2017-10-10","pc"
"Bitcoin highway",NA,"2018-01-25","pc"
"Bitcoin Miner",NA,"2018-03-05","pc"
"Bitcoin Miner",NA,"2015-04-14","pc"
"Bitcoin Minia",NA,"2018-03-23","pc"
"Bitcoin Or Bomb?",NA,"2018-02-22","pc"
"Bitcoin Trader",NA,"2018-05-03","pc"
"Bitcoin Tycoon - Mining Simulation Game",NA,"2018-05-01","pc"
"Bitcoin VR",NA,"2017-03-30","pc"
"Bitcoin VS Brain",NA,"2018-03-15","pc"
"Bitfighter",NA,"2013-02-20","pc"
"Bitku",NA,"2017-02-09","pc"
"BitMaster",NA,"2016-10-12","pc"
"BitRay",NA,"2016-04-19","pc"
"BitRay2",NA,"2016-08-18","pc"
"Bits n Bullets",NA,"2017-10-24","pc"
"BitShift: BattleGrid",NA,"2016-09-28","pc"
"Bitslap",NA,"2016-09-23","pc"
"Bitsy Bits",NA,"2018-05-28","pc"
"bittos-e",NA,"2009-12-22","pc"
"Bitweb",NA,"2015-06-03","pc"
"Bizarre Earthquake",NA,"2016-05-11","pc"
"Bizarre Tale",NA,"2017-12-15","pc"
"Black & White",90,"2001-03-26","pc"
"Black & White 2",75,"2005-10-04","pc"
"Black & White 2 - Battle of the Gods",69,"2006-04-24","pc"
"Black & White Bushido",NA,"2015-10-02","pc"
"Black & White Deluxe",NA,"2003-12-04","pc"
"Black & White: Creature Isle",72,"2002-01-21","pc"
"Black Circle",NA,"2018-04-25","pc"
"Black Circle: A Carol Reed Mystery",NA,"2009-12-01","pc"
"Black Closet",NA,"2015-09-16","pc"
"Black College Football Experience",NA,"2007-11-23","pc"
"Black Dahlia",NA,"1998-02-28","pc"
"Black Desert Online",73,"2016-03-03","pc"
"Black Desert Online: Explorer's Package",NA,"2017-05-24","pc"
"Black Desert Online: Traveler's Package",NA,"2017-05-24","pc"
"Black Dreams",NA,"2015-04-12","pc"
"Black Forest",NA,"2016-09-09","pc"
"Black Gold Online",NA,"2014-06-17","pc"
"Black Hat Cooperative",NA,"2016-07-29","pc"
"Black Hawk",NA,"2007-06-29","pc"
"Black Hole Hazard",NA,"2016-08-29","pc"
"Black Home",NA,"2015-08-07","pc"
"Black Home - Vermillion Monastery",NA,"2013-08-11","pc"
"Black Home 2",NA,"2018-04-26","pc"
"Black Ice",NA,"2014-04-21","pc"
"Black Island",NA,"2015-10-14","pc"
"Black Jewel",NA,"2017-12-01","pc"
"Black Mesa",86,"2012-09-14","pc"
"Black Mirror",60,"2017-11-28","pc"
"Black Mirror II: Reigning Evil",71,"2011-02-08","pc"
"Black Mirror III: Final Fear",75,"2011-04-19","pc"
"Black Mist",NA,"2017-08-04","pc"
"Black Moon",NA,"2018-06-01","pc"
"Black Moon Chronicles",NA,"2016-08-25","pc"
"Black My White",NA,"2017-09-18","pc"
"Black My White Again",NA,"2017-09-19","pc"
"Black Nebula",NA,"2014-05-10","pc"
"Black Prophecy",70,"2011-07-13","pc"
"Black Prophecy - Episode 1: Inferno in Tulima",NA,"2011-07-12","pc"
"Black Prophecy - Episode 2: Species War",NA,"2011-09-23","pc"
"Black Prophecy - Episode 3: Rise of the Boids",NA,"2011-12-19","pc"
"Black Rainbow",NA,"2014-04-30","pc"
"Black River",NA,"2017-04-04","pc"
"Black Rose",NA,"2016-03-15","pc"
"Black Roses",NA,"2018-05-28","pc"
"Black Sails: The Ghost Ship",NA,"2015-09-17","pc"
"Black Sand Drift",NA,"2016-09-08","pc"
"Black Swan",NA,"2016-11-30","pc"
"Black The Fall",72,"2014-07-04","pc"
"Black Viper: Sophia's Fate",NA,"2014-10-16","pc"
"Blackbay Asylum",NA,"2014-08-01","pc"
"Blackbeard's Cove",NA,"2018-02-16","pc"
"Blackberry Honey",NA,"2017-10-24","pc"
"Blackbox",NA,"2018-03-24","pc"
"BlackEye",NA,"2017-06-08","pc"
"BlackFaith",NA,"2018-12-31","pc"
"Blackfaun",NA,"2015-12-03","pc"
"Blackguards",68,"2013-11-06","pc"
"Blackguards 2",74,"2015-01-20","pc"
"Blackguards: Untold Legends",NA,"2014-03-14","pc"
"BLACKHOLE",82,"2015-02-27","pc"
"BLACKHOLE: Complete Edition",NA,"2016-06-15","pc"
"Blackjack Bailey VR",NA,"2017-04-27","pc"
"Blackjack In Space",NA,"2018-02-27","pc"
"Blacklight: Retribution",75,"2012-04-03","pc"
"Blacklight: Retribution - Onslaught",NA,"2013-02-27","pc"
"Blacklight: Tango Down",65,"2010-07-14","pc"
"Blackout Z: Slaughterhouse Edition",NA,"2017-10-20","pc"
"Blackscreen Simulator",NA,"2017-11-07","pc"
"Blacksea Odyssey",74,"2016-03-02","pc"
"BlackShadows",NA,"2015-09-11","pc"
"BlackShield: Upora Story",NA,"2018-01-12","pc"
"BlackShot",NA,"2010-12-22","pc"
"BlackShot Europe: Second World War",NA,"2011-05-31","pc"
"BlackShot Europe: The Asian Dragon",NA,"2011-09-06","pc"
"BlackShot: Mercenary Warfare FPS",NA,"2016-05-31","pc"
"BlackSite: Area 51",60,"2007-11-12","pc"
"Blacksmith",NA,"2018-04-11","pc"
"BlackSmith HIT",NA,"2016-08-05","pc"
"BlackSoul",22,"2013-11-14","pc"
"BLACKSTONE",NA,"2017-12-31","pc"
"Blacktea With Moon",NA,"2018-05-07","pc"
"Blackwater Bayou VR",NA,"2017-01-11","pc"
"Blackwell Unbound",NA,"2007-09-04","pc"
"Blackwood Crossing",70,"2017-04-04","pc"
"Blade & Bones",NA,"2016-11-30","pc"
"Blade & Soul",68,"2016-01-19","pc"
"Blade & Sword",53,"2003-12-22","pc"
"Blade 9",NA,"2014-09-09","pc"
"Blade Arcus from Shining: Battle Arena",64,"2016-07-28","pc"
"Blade Ballet",NA,"2016-08-09","pc"
"Blade Kitten",52,"2010-09-22","pc"
"Blade of Darkness",75,"2001-02-19","pc"
"Blade Runner",NA,"1997-10-31","pc"
"Blade Runner 9732",NA,"2018-01-07","pc"
"Blade Symphony",72,"2013-04-30","pc"
"BLADENET",NA,"2017-09-29","pc"
"Blades of Avernum",NA,"2004-06-02","pc"
"Blades of Exile",NA,"1998-02-27","pc"
"Blades of the Righteous",NA,"2016-03-07","pc"
"Blades of Time",63,"2012-04-20","pc"
"Blades of Time: Dismal Swamp",NA,"2012-04-20","pc"
"Blades of Time: Limited Edition",NA,"2012-04-20","pc"
"BladeShield",NA,"2016-11-28","pc"
"Bladestar",NA,"2016-01-15","pc"
"Bladestorm: Nightmare",NA,"2015-05-28","pc"
"Blair Witch Volume I: Rustin Parr",73,"2000-10-04","pc"
"Blair Witch Volume II: The Legend of Coffin Rock",56,"2000-10-25","pc"
"Blair Witch Volume III: The Elly Kedward Tale",55,"2000-11-22","pc"
"Blaite",NA,"2017-01-02","pc"
"Blake and Mortimer: The Curse of the Thirty Denarii",NA,"2018-03-06","pc"
"Blake Stone: Aliens of Gold",NA,"1993-12-03","pc"
"Blake Stone: Planet Strike",NA,"1994-10-28","pc"
"Blamdown: Udder Fury",NA,"2016-06-07","pc"
"Blameless",NA,"2016-10-13","pc"
"BLARP!",NA,"2016-04-04","pc"
"Blast",NA,"2017-09-05","pc"
"Blast Brawl 2: Bloody Boogaloo",NA,"2016-10-25","pc"
"Blast Em!",NA,"2014-01-22","pc"
"Blast from the Past",NA,"2001-10-19","pc"
"Blast Lander",NA,"2017-10-17","pc"
"Blast Miner",NA,"2006-11-22","pc"
"Blast Zone! Tournament",NA,"2018-06-01","pc"
"Blast-off",NA,"2017-03-01","pc"
"Blasted Fortress",NA,"2015-01-08","pc"
"Blaster Cop",NA,"2017-10-30","pc"
"Blaster Shooter GunGuy!",NA,"2015-08-11","pc"
"Blaster Simulator",NA,"2016-04-28","pc"
"Blasterball 2 Revolution",NA,"2004-08-04","pc"
"Blasterball 2: Holidays",NA,"2004-12-15","pc"
"Blastercell",NA,"2017-05-09","pc"
"Blasters of the Universe",NA,"2017-08-31","pc"
"Blasting Agent: Ultimate Edition",NA,"2016-08-18","pc"
"BlastZone 2",NA,"2015-02-19","pc"
"BlazBlue: Calamity Trigger",NA,"2010-09-02","pc"
"BlazBlue: Central Fiction",NA,"2017-04-26","pc"
"BlazBlue: Chrono Phantasma Extend",85,"2016-03-02","pc"
"BlazBlue: Continuum Shift Extend",NA,"2014-12-10","pc"
"BlazBlue: Cross Tag Battle",NA,"2018-06-05","pc"
"BlazBlue: Cross Tag Battle - DLC Character Pack 1",NA,"2018-06-05","pc"
"Blaze & Blade: Eternal Quest",NA,"2000-01-31","pc"
"BlazeRush",66,"2014-10-28","pc"
"Blazing Angels 2: Secret Missions of WWII",72,"2007-09-21","pc"
"Blazing Angels Bundle",NA,"2011-05-04","pc"
"Blazing Angels: Squadrons of WWII",65,"2006-03-28","pc"
"Blazing Core",NA,"2018-09-04","pc"
"BLEAK: Welcome to Glimmer",NA,"2016-04-08","pc"
"BLED NAVALNY",NA,"2018-01-17","pc"
"Bleed",NA,"2013-02-22","pc"
"Bleed 2",83,"2017-02-08","pc"
"Bleeding Blocks",NA,"2015-09-15","pc"
"Bleeding Border",NA,"2015-11-09","pc"
"Bleeding Knife",NA,"2018-03-07","pc"
"Blendimals",NA,"2011-04-11","pc"
"Bless Online",NA,"2018-05-30","pc"
"Blessed Ones: The Magic Wolves",NA,"2015-12-04","pc"
"Blight",NA,"2012-08-03","pc"
"Blight of the Immortals",NA,"2016-08-22","pc"
"BLIK",NA,"2018-02-06","pc"
"Blind Adventure",NA,"2014-10-29","pc"
"Blind Blades",NA,"2016-08-31","pc"
"Blind Boris",NA,"2018-02-26","pc"
"Blind Escape",NA,"2013-12-19","pc"
"Blind Love",NA,"2016-12-16","pc"
"Blind Men",NA,"2017-07-20","pc"
"Blind Mind",NA,"2018-04-19","pc"
"Blind Trust",NA,"2016-05-27","pc"
"Blind Witch: Peek Window",NA,"2017-08-02","pc"
"Blinding Dark",NA,"2014-08-11","pc"
"BlindMaze",NA,"2018-04-20","pc"
"BlindSide",NA,"2012-07-26","pc"
"Blindsight",NA,"2017-10-17","pc"
"Blini Kids: Animals",NA,"2013-12-24","pc"
"Blink",NA,"2017-03-10","pc"
"Blink the Bulb",NA,"2017-01-03","pc"
"BlipBloop",NA,"2012-10-29","pc"
"Bliss",NA,"2014-12-09","pc"
"Blitz 1941",NA,"2009-09-01","pc"
"Blitz Breaker",NA,"2016-02-02","pc"
"Blitz Freak",NA,"2018-04-30","pc"
"Blitzkrieg",74,"2003-05-12","pc"
"Blitzkrieg 2",75,"2005-10-02","pc"
"Blitzkrieg 2 Anthology",NA,"2014-09-16","pc"
"Blitzkrieg 3",68,"2017-06-02","pc"
"Blitzkrieg Anthology",NA,"2005-09-19","pc"
"Blitzkrieg II: Fall of the Reich",55,"2007-02-22","pc"
"Blitzkrieg Strategy Pack",NA,"2007-06-22","pc"
"Blitzkrieg: Burning Horizon",75,"2004-06-13","pc"
"Blitzkrieg: Green Devils",NA,"2006-09-12","pc"
"Blitzkrieg: Mission Barbarossa",NA,"2005-04-05","pc"
"Blitzkrieg: Rolling Thunder",73,"2004-11-30","pc"
"Blitzkrieg: The Complete Anthology",NA,"2013-12-06","pc"
"Blitzkrieg: Total Challenge",NA,"2004-03-30","pc"
"Blob From Space",NA,"2014-09-01","pc"
"Blobby Tennis",NA,"2017-05-12","pc"
"BlobCat",NA,"2017-08-31","pc"
"Blobsos",NA,"2014-09-23","pc"
"Blocaria",NA,"2014-05-23","pc"
"Block Blocks",NA,"2013-11-23","pc"
"Block Blowout",NA,"2016-10-26","pc"
"Block Competition",NA,"2018-05-18","pc"
"Block King",NA,"2017-02-10","pc"
"Block Legend",NA,"2017-05-25","pc"
"Block Legend DX",NA,"2015-02-24","pc"
"Block N Load",72,"2015-04-30","pc"
"Block Party Sports",NA,"2018-05-03","pc"
"Block Robot Mini Survival Game",NA,"2017-07-07","pc"
"Block Shock",NA,"2018-02-06","pc"
"Block Smashers VR",NA,"2018-05-09","pc"
"Block Story",NA,"2014-04-25","pc"
"Block Survival: Legend of the Lost Islands",NA,"2017-07-14","pc"
"Block Warriors",NA,"2017-08-28","pc"
"Block'hood",75,"2017-05-10","pc"
"BlockAid",NA,"2016-07-26","pc"
"Blockara",NA,"2017-06-22","pc"
"Blockchain Tycoon",NA,"2018-07-12","pc"
"BlockDude",NA,"2017-08-08","pc"
"Blocked and Loaded",NA,"2018-01-19","pc"
"Blocked Street",NA,"2014-09-28","pc"
"BlockGame",NA,"2017-09-05","pc"
"Blockland",NA,"2007-02-24","pc"
"Blockle",NA,"2017-05-08","pc"
"Blockpocalypse",NA,"2016-10-06","pc"
"Blocks That Matter",72,"2011-08-19","pc"
"BlockShip Wars",NA,"2015-06-17","pc"
"Blockstorm",NA,"2015-05-21","pc"
"Blocksum",NA,"2007-01-08","pc"
"Blockwick 2",NA,"2015-06-25","pc"
"Blogic",NA,"2012-06-18","pc"
"BLOK DROP NEO",NA,"2017-10-18","pc"
"BLOKDODGE",NA,"2017-09-20","pc"
"Blokus World Tour",NA,"2008-05-26","pc"
"Blonde Driver",NA,"2018-04-10","pc"
"Bloo Kid 2",NA,"2015-10-01","pc"
